"1","820320513        			","
										Genuine condition 9.5/10 with all accessories and box. Price is final without negotiation									","480"
"1","820565189        			","
										Momery card dalta hy
Net b hy
Lcd ni hy baqi sb ft hy garante									","135"
"1","820564981        			","
										samsung galaxy grand prime white original brand new complete box  A1 Condition  
Warranty Start  From 20 Sep- 15
serious person contact me									","132"
"1","820565177        			","
										Samsung grand 2
For sale or exchange 
Urgently									","153"
"1","820565163        			","
										5s 9.7/10
Gold color 
Caharger only 
No open									","167"
"1","819991057        			","
										iPhone 4 16 GB in lush condition sirf network lock hy wo jv sim sy thk ho jy ga jv sim 200 ya 300 ke milte hy baki set bilkul thk hy factory unlocked hy white colour my hy set ky sath charger r data cable hy.									","681"
"1","820565027        			","
										Galaxy S6 edge 32gb white.Model G- 925F.Condition 9.5/10.Only one dot on edge as seen in pic.Only set nd charger.									","244"
"1","805889319        			","
										I am Selling My Samsung Galaxt Tab 2 GT-P3110, Black Colour, Works Perfectly,Only Charger Available,No any Fault,Screen Panel Needs to be Change,Only Serious Buyers Contact me, Location:Buffer Zone									","3402"
"1","820564995        			","
										Its LG f180 black color 2gb ram 32gb memory 100% ok great battry timing quard core processor only kit.									","93"
"1","820565021        			","
										ram 2gp and rom 32gp 
back camera 13mp and 5mp 
only mobile and orgnal chager
usa se aya hai...condition 10 by 10 real									","121"
"1","820564973        			","
										512 Ram
5 Inch display (sms only plz)									","160"
"1","820565011        			","
										In silver and gold sides.
Original XUNDD cover.
Imported covers.
Available in whole sale price.
And also available in Differnt models.									","77"
"1","820565097        			","
										I wana sale my iphone 10/10 codition bilkul new set 16gb kamal ke condition hai aik b secrach nahi hai set new hai khula howa nahi hai white coler hai argent									","214"
"1","820564969        			","
										Cell charger pouch available. 
9.5/10 condition.
No fault no opened no repaired.
Exchange possible with s4 or any other good phone.									","69"
"1","820565035        			","
										Aluminum Cover Case For iphone 6 6s 6plus 
Delivered to all over Pakistan via courier services									","44"
"1","820565013        			","
										Oppo joy
model R1001
Black colour
all access + box + warrenty card
long battery life 1700mAh
3G enable Dual sim
Smart gestures									","116"
"1","818508479        			","
										Samsung galaxy A5 10/10 not even a single scratch with full box untouch accessories.. 4G Lte, dual sim, almost 1.5 day battery timing. No exchange offers plzzz									","695"
"1","820565061        			","
										motorola moto x brand new condition 100% original officially upgraded 5.1 lollipop condition 10/10 and 2 gb ram plus 10 mp camera with 3 days checking warranty only set just in rs.10600 price are final.									","163"
"1","820565033        			","
										Btry timg bhoat achi hy									","85"
"1","820565017        			","
										nokia lumia 920 in red colour
good condition 9/10
good battery timing
no open no repair
exchange possible with good set
serious people contact									","29"
"1","820564907        			","
										Me abdul rehman it is very nice condition its is shining i am bhought new phone contact to me .									","148"
"1","820559975        			","
										Samsung galaxy Core GT I8262
Dual core smart Processor
RAM 1 GB
Internal Memory 4GB
Front Cam 2mp
Back Camera 5mp									","85"
"1","820549659        			","
										Q Mobile A500 in good condition for urgent sale. 
Condition 8.5/10
3g &  4g activated
Quad core processor, 8gb memory, 512 ram. 
Only sim 1 is working sim 2 port need to be repair small fault 
Price is almost final. No exchange and no time pass. Please. Thanks
LOCATION: Malir kala board / Malir 15									","376"
"1","820564963        			","
										In good condition good betry									","100"
"1","820564929        			","
										Nokia E6, good condition (out of warrenty), charger, hand free, 3G enabled									","127"
"1","820564905        			","
										Nokia 220 with charger									","136"
"1","819675233        			","
										High Quality Product
Smooth Zipper-styled cable
Includes controller
Powerful magnetic bass driven sound
Bas boost system
Impedance: 32 Ampere
Input power: 1mW
Maximum Input power: 3mW
Plug type: 3.5mm
Supports all phones, tablets, Mp3 Players, laptops, DVD Players and more
Made in China
Qty Available
Delivery Service Available with Extra Charges
Price: 550
Near Baloch Colony Bridge, Shahra-e-Faisal									","301"
"1","820564887        			","
										LG G3 with complete box only for G3 lovers. No refurbished or   reconditioned. No xchange or foolish offers plz. Price is dead final keep in mind plz. Brand new cell fone. Only serious buyer can contact no time waster plz									","98"
"1","820564879        			","
										Vega 860 k white lush ..32 gb 2 gb 5.9 amoled 13 mp 2 mp...serious buyers no exchange..with charger..treat 4 big screen lovers supports all hvy games									","94"
"1","820564883        			","
										Gud cndition ma hai pric fnl hai bilkl									","114"
"1","820320513        			","
										Genuine condition 9.5/10 with all accessories and box. Price is final without negotiation									","481"
"1","820564853        			","
										Flip cover for iphone 6 6s
Delivered to all over Pakistan via courier services									","26"
"1","820408189        			","
										only set no oepn never repair 
lush condition bettry timing osowam
sale nd also exchange possible									","260"
"1","820509993        			","
										I want to sale qmobile i5 complete accessories with ime match box good condition 8 months warranty									","220"
"1","820509977        			","
										Model Nokia X2_05
No Any Fault 
No Waranty									","54"
"1","820564831        			","
										saling my iphon 5 normal condition hai 8/10
jv sim ha 16 gb price final									","245"
"1","820564693        			","
										Seraf seet ache halat may									","149"
"1","820408129        			","
										Nokia 5130 koi falt ny bs hand free ny chlata									","183"
"1","820564583        			","
										Samsung galaxy grand prime. Brand new condition. Complete imei matched box original made by samsung. Came from canada.									","115"
"1","820564819        			","
										Nokia x in good condition not open not repair									","85"
"1","820564679        			","
										salam I want to sell or exchange nokia xl with note 1 samsung or any gud mobiles android 16gb ho aur 1gb ram k sath.. sell k liye price final hai no negotiatew									","227"
"1","820408119        			","
										Like a new mobile with box,  handfree and charger with additional book pouch									","222"
"1","820564807        			","
										All accsrs gud cndtn									","184"
"1","820243179        			","
										Nokia Lumia 625 4g sported A1 condition 10/10 all accessories orignal Handfree, charger & red green white shells. With Warranty Junvery 2016 advance Telecom ..8gb internal memory. with orignal Box. No any fault..Exchange possible with s3,s4,galaxy grand. Huawei 3c.4c									","367"
"1","820408101        			","
										Jvc camcorder in excellent condition
never used 10/10 condition ..with full acessories.									","171"
"1","820564787        			","
										Iphone 4 for sale at reasonable price only set and charger is available condition 9.5/10 Serious buyers can contact only for sale no exchange . Location Moon market gulshan ravi . Add 0 before call									","228"
"1","820408093        			","
										Iphone 5 16 gb 9/10 condition
Black colour
Only phone and charger
Price is fixed
Serious buyers can contact									","288"
"1","812802887        			","
										Samsung Wireless Charger for S6 and S6 Edge 
Black and White 
Brand New									","2956"
"1","820564707        			","
										Hi .I have iphone 5  in black .good condition .its lock on ee network  .you can use Jv .no exchange .Cash only .thanks .									","208"
"1","820472357        			","
										orange color
flip cover with it
no open 
no fault
charger with it
no foolish qusetions 
exchange possible good sets 
serious buyers contact only									","240"
"1","820564741        			","
										Shockproof cover for iphone 6 6s
Delivered to all over Pakistan via courier services									","27"
"1","820564697        			","
										10/10 condition all accessories and came from London, England urgent sale									","154"
"1","820408077        			","
										Color Glass Protectors for sale For Iphone 6.									","145"
"1","820320375        			","
										I want to sale my S5 urgently in good condition 90% with all accessories no exchange offer plz only cash									","648"
"1","820564723        			","
										full ok set hai 10/9 condition hai
not open..									","151"
"1","820564729        			","
										A clean s4i9515..as shown in pics orignal charger Handfree and Set A reasonable price...Set is orignal not korean...Serious buyer Contact plz									","138"
"1","820564759        			","
										Exchange with apple or qmobile i9 or i10
Or other good sets
12mp bck 5mp front
4.4 
1.5gb ram 4gb rom
Full box 6months warranty									","91"
"1","820564725        			","
										Motorola Android Razer M 8GB In White Color With All Access Box And Charger And Original Cable Urgent Sale 
Exchange Possible With Good Cell Around 10,000									","101"
"1","820564753        			","
										Universal beats with outstanding  sound									","67"
"1","820564535        			","
										N8 mobile 
mobile ma or koe b discount ni kya jye ga 4000 is fix price									","301"
"1","820564327        			","
										Good condition only set no fault silver colour									","135"
"1","820408055        			","
										Nokia 206 for sale in islamabd and rawalpindi 
cell phone in good condition 9/10 
original casing 
minimum 3 days battery timing 
last price 3500/-									","319"
"1","820564431        			","
										Samsung Grand Prime. excellent condition with all accessories. Grey color. 9 months warranty.									","88"
"1","820564549        			","
										salam sale my htc desire hd in mint condition set box charger no any fault sealed set see pics ... urjent sale ,, location buffer zone serious byre contact me no foolish question thank u									","138"
"1","820564643        			","
										Ultra maxx 16gb
9/1o
Red color
With cable and charger
Working flawlessly
35oo mah battery version
Exchange possible with phones of same specifications									","97"
"1","820408045        			","
										Never repaired or never open its have no any kind of fault just buy and use it 
All major apps are already installed like FB and Whatsapp									","189"
"1","820320319        			","
										i want to sell my samasung galaxy s3  i9300 original for rupees 12000 only good condition 16 rom 1gb ram									","141"
"1","820408035        			","
										9/10 condition 
Set and charger
Never opened 
1 day battery timing 
8mp canera and front camera
Add 0 before calling									","290"
"1","820564525        			","
										Mobile me koi fault nae he..bs screen par tore lakeery a jate ha. Baki set ok he.sub kuch kam kar ta he..or exchange posible.									","180"
"1","820564497        			","
										Galaxy grand prime silver 
Emergency sale									","197"
"1","820563735        			","
										Quadcore 2.26 GHZ QualcomSnapDragon 800
Gpu Adreno 330 
Beast performer in gaming
3Gb Ram 
Multi tasking
Knock to wake up 
Smart gestures 
Mini screen mode
13 MP back camera with Ultra Hd(4k) and Slowmotion video recording (120) fps 
2mp front camera with 1080p video recording and flash mode for better selfies.
5.9\" IPS HD screen.
32 GB storage. 
Original charger 
Lush condition.not a single scratch . Just 2 weeks used. 
Price is final . No bargaining. Only serious buyers may contact.									","184"
"1","820564503        			","
										I want to sell my phone. Condition 10/10.									","90"
"1","820408027        			","
										iphone 4s black in good condition 16gb									","432"
"1","820564653        			","
										16gb rom
Very good candion
Set charger
Dimand 13000									","167"
"1","820564671        			","
										Touch Screen Crake, LCD a1 ,									","183"
"1","820564665        			","
										Hi
i am selling my Samsung J5 urjent basis need cash..
Complete saman (full warrenty )									","409"
"1","820564513        			","
										OnePlus One Mint Condition. Full box. All accessories. Bamboo Swapstyle Back. Spigen drop proof case. Tempered glass installed. 
No exchanges. Price is final. Please dont ask or request									","221"
"1","820408013        			","
										I want to sell my i pad air 10/10 condition full pack with orignal charger tab is full new not used price is fixed only serious byers can contact me									","276"
"1","819462799        			","
										Brand New , Pinpacked, FaceTime On									","581"
"1","820564627        			","
										Htc complete saman 10/10 condition no fults betry timng 1 days 8mega pixel front camera & back 13mega pixel... 5.5 inch display 2gb ram accesories mob seld ha new ha bilkul price  26k...									","138"
"1","820564649        			","
										full clean set hai not open 10/10 condition..
only set									","120"
"1","820564607        			","
										It's Samsung Galaxy J, not J1. It is still launched in Japan,Box price is above 45k. you can check GSMarena 
http://m.gsmarena.com/samsung_galaxy_j-5887.php
Specs:
3 GB RAM
Corning Gorila Glass 3 protection 
2.5 Quad Core Processor (~ Octa core)
13 MP Primary Camera
2 MP Secondary camera
5\" Display
All sensors (Air Control, Gesture, Motion, Eye Detection, IR TV and AC control and many) 
Stylish and Unique look than all samsung mobiles
Conditions 10/10
(Only Set & Charger)
Exchange also possible with LG G3 d855/J7/S5/Note 3.									","557"
"1","820564561        			","
										Charger and handfree 
Daba urgent sell									","163"
"1","820564551        			","
										iPhone 5s Gold not Exchange serious buyer only call 
Just kit 16 GB 
One hand uses.									","62"
"1","820320263        			","
										i sale nokia lumia 800 window phone condition 10/6									","129"
"1","820564585        			","
										Dual sim 1 gb ram 8 gb int 5 inch screen exclnt batrey time owsm frnt cam cond 9/10 no exchange price almost final									","158"
"1","818691733        			","
										Urgent sale or exchange.
Best condition
No fault
Originel sell
White colour
9/10 condition									","792"
"1","820563911        			","
										Condition 9/10
Complete box 
Warranty October k end py khatam ho jaye ge.
Set me koi fault ni hai.
Exchnge possible with lumia 535									","213"
"1","820564375        			","
										Good condition no fault never open exchange with iphone 4									","161"
"1","820564359        			","
										Blackberry q10 in excellent condtition with genuine charger and box
Came from dubai									","82"
"1","820564379        			","
										Blackberry 9860 hey set ki halat 60% hey open hey but working perfectly price belkul mansab hey									","236"
"1","820563829        			","
										10/10 hai ful box hai 7 mnths warrenty hai One extra back glass protector no exchange only cash... Meeting area saddar									","119"
"1","820564325        			","
										Touch and type,  very strong,  good condition, long battery life, powerful and loud speaker, internet browsing,  wifi, Bluetooth, games,  radio, 3.2 mp camera,  microusb and data cable support, imported from Dubai. Accompanied by charger and free back cover.									","115"
"1","815924821        			","
										SALE / EXCHANGE
home button working totally perfect but plastic button is lost some where can be get easily for 15 to 20 rs picture of it is attached
No other FAULT
with BOX n charger
glass can be replaced easily
Cracks can be seen on the picture									","122"
"1","820407901        			","
										Xiaomi MI-3 Slim Phone
Dark Blue
Quad Core 2.3 Ghz
2 GB RAM
16 GB ROM
13 MP Camera
with Box, Charger & Data Cable
Exchange Possible with iphone 5 & Sky Vega Mobile
Difference will be paid									","238"
"1","820564417        			","
										Samsung gt i9300 s3 only charger and set									","88"
"1","820564369        			","
										Samsung note 2 with 16 gb .Factory unlocked. 10 x10  condition. No exchange. Cash only.									","90"
"1","820564265        			","
										Android phone.. great battery timing.. dual sim.. complete boxx..xchnge wid good mobile..differnce will paid.. 9/10 condition.. before dialing number add 0 plzz									","109"
"1","820564307        			","
										For sale..Made by Koria									","128"
"1","820564335        			","
										Only box is opened. Except box, it is totally sealed									","128"
"1","807593677        			","
										Original Note 4 Charger Brand New Genuine
We also have charger for IPhone-IPad-Macbook and for all Tabs									","2698"
"1","820564367        			","
										Hi.im selling my galaxy star pro there is no fault in the set it is working perfectly.there is only set and box cash is preffered.add 0 before contacting									","193"
"1","820564319        			","
										orignal infinix zero 2 better than samsung lush and mint condition...2.0 octa core 2gb ram 32 gb rom with 64 gb sandisk ultra card...all accesiros are availble...full box...scratchless phone hai....									","136"
"1","820564201        			","
										samsung c-160 for sale in good condition..only set orignal pics atteched..only charging jack change hua ha jo k ap pics main dekh saktay hain..best pho for messeging..									","95"
"1","820564331        			","
										Iphone 5 factory unlock with original charger									","105"
"1","820564329        			","
										iphone 6 gold 16 gb fu in 10/10 mint condition only 1 month use with complete box for sale									","167"
"1","820564187        			","
										Dual sim
Good condition 
Charger and box
Adyala road Askari 14									","160"
"1","820564155        			","
										Only set mint condition 9.5/10
Fixed prize
No exchange									","187"
"1","820564287        			","
										Short Description 
Screen Size: 8.0 Inches
Storage Capacity: 8GB
RAM: 1GB
Processor Speed: 1.6Ghz
Processor Type: Quad-core
Connectivity: Wi-Fi, Bluetooth, USB 2.0, 2G Network, 3G Network, 4G Network
Brand price 31,999/=
44%discount 
Net price 17,999/=
Cash on delivery 
For order all over pakistan 
Contact 
Processor
Chipset - Hisilicon Kirin 910
CPU - Quad-core 1.6 GHz
GPU - Mali-450MP4
Sensors - Accelerometer, proximity, compass
Messaging - Email, Push Mail, IM
Browser - HTML5
Radio - TBC
GPS - Yes, with A-GPS
Java - No
- Active noise cancellation with dedicated mic
- MP3/WAV/WMA/Flac player
- MP4/H.264/WMV player
- Document viewer
Loudspeaker - Yes, with stereo speakers
Released
Announced: 2014, February
Status: Available. Released 2014, May
Body
Dimensions: 214.4 x 120.7 x 7.9 mm (8.44 x 4.75 x 0.31 in)
Weight: 329 g (11.61 oz)
Screen
Type: IPS LCD capacitive touchscreen, 16M colors
Size: 8.0 inches (~71.7% screen-to-body ratio)
Multitouch: Yes
- Emotion UI 2.0
Sound & Audio
Alert types: Vibration; MP3, WAV ringtones
Loudspeaker: Yes, with stereo speakers
3.5mm jack - Yes
- DTS sound
Memory
Card slot - microSD, up to 32 GB
Internal - 8 GB, 1 GB RAM
Connectivity
GPRS: Yes
EDGE: Yes
Speed: HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps
WLAN: Wi-Fi 802.11 b/g/n, hotspot (3G)
Wi-Fi: 802.11 a/b/g/n, dual-band, hotspot (LTE)
Bluetooth: v4.0, EDR
USB: microUSB v2.0
Camera Features
Primary: 5 MP, 2592 <U+0445> 1944 pixels, autofocus
Features: Geo-tagging
Video: Yes
Secondary: 1 MP
Operating System
OS - Android OS, v4.2.2 (Jelly Bean)
Note: This device is a PTA approved device.
SKU (simple): HU610ELAD550PKFAS
Shipping Weight (kg): 2
Color: White
Main Material: Not Applicable
What's in the box:
S8-301U Mediapad M1
Charger
Data Cable
Warranty Card
Warranty: 1 Year Brand Warranty
RAM: 1 GB
Storage: 8 GB
Speed: 1.6 GHz
Processor Type: Mobile Quad-core									","327"
"1","820564283        			","
										I hve sel  the Huawai g730 in good condition (10/9) 4GB built-in, 1GB RAM, microSD card(supports uo to 32 GB)  5.5 inch screen 1.3 GHz Quad-Core processor 5MP,pixels, autofocus, LED Flash, Geo
  3G suporrted....
((Only MOBILE  ))									","139"
"1","820564323        			","
										Samsung note 2 jelly bean 32 gb for sale									","98"
"1","820564223        			","
										Samsung Galaxy S4 Condition 10/10. Argent sale									","137"
"1","820564145        			","
										never open never repair, 3G spoted, EXCHANGE POSSIBLE..									","91"
"1","820564143        			","
										Condition +A . Never open with box n back pouch. With many apps n games. Opera mini also working. Inported from abroad so no warrenty									","44"
"1","820564293        			","
										origional samsung galaxy s3 gt-19300 urgent sale prize kam hojayegi serious buyer contact me 0-3-3-4-3-7-5-9-1-9-7 only sms please									","119"
"1","820564263        			","
										Samsung s3 16 gb for other spec google it only set amd charger									","102"
"1","820563981        			","
										12 months warranty all asseciries									","139"
"1","820564261        			","
										Iphone 4s 16 gb f.u black color good condition									","97"
"1","820407843        			","
										I want to sale grand prime set charger and orignal hands free  coditon 10/10									","236"
"1","820320093        			","
										Samsung galaxi pocket only call plz no sms									","371"
"1","820563973        			","
										Handsfree charger and data cable 
No major scratches front n back.are scratchless sides are in very good.condition
Call/sms									","185"
"1","820019395        			","
										Salam i want to sale urgent new kit ha u.s.a ka  samsung j1 blue colour no excahnge 9500 say kam walay rabta na karay									","353"
"1","820564165        			","
										Qmobile noir A10
Dualcore 1Ghz 
Fast internet 3g support
Wifi dual sim 
8mp back cam 2mp front 
Orignal pics attached no barganing plz 
Only set with backcover
Best in battery
Xchange possible with lumia 535, 630, n other good sets
Num k sth 0 xror daal le									","154"
"1","820563965        			","
										set and box
condition like new
gud msg memory
sd card supported
dual sim
fresh piece 
sealed piece									","173"
"1","820564019        			","
										9/10,box ,in warranty till dec 2015, hand free ,flip cover, Golde color.
13mp rear nd 5mp back camera ,
2gb ram 16gb rom. Still using in screen protector.
5 inch display.
(Without charger)*
Never opened. Only serious buyers text me.
No exchange offers.
Working good , apni tasali se check kr k lena :)									","353"
"1","811983157        			","
										I want to sale my lg optimus 3D 9/10 condition. Selling urgently because of money. It has a dual core processor and better than Samsung, Motorola, asus,qmobile. (It is a 3D mobile with 3D screen and camera without glasses). State your offers by SMS,chat,phone call in which i will respond. Phone is with charger only this is why I'm selling cheap otherwise no problem in the phone.
cash is more preferable.									","1411"
"1","820563951        			","
										Nokia 6120clasic better condition									","165"
"1","820564173        			","
										Wana sale my s3 i9300 not refurbished,korean or clone 101%Genuine along with Charger Condition is as same as showing in pics not a single fault never opened or repaired Serious buyers can contact only
Only Cash No exchange NO exchange No exchange thnQ									","139"
"1","820564171        			","
										I would like to sale my Brand New Galaxy S4. 
came from abroad. 4G supported.Brand New Condition 10/10
Model: GT-i9505
4G Supported. I am Using 3G and 4G both
All Accessories: Hands free, Charger, datacable
& IMEI matched BOX
Price:19500
serious buyers, No Time Wasters									","153"
"1","820564029        			","
										Moto x in mint condition no fault at all no foolish offer needs urgent cash no sms only calls									","213"
"1","820564113        			","
										Samsung a 5 very good candion  10 by 10									","141"
"1","820564095        			","
										Samsung Galaxy S2 with all accessories e.g hands-free.,charger etc
With 1GB Ram
16GB internal memory
64GB expendable memory
Android 4.1.2
Camera 8MP back and 2MP front									","129"
"1","820564069        			","
										Condition 10/10 White MINT ONLY KIT
Front 10/10
Back 10/10
Sides 10/10 
With a beautiful Side Bumper
and glass protector
ONLY KIT - SM-G920T Running 5.1.1 Lollipop NO LOGO
Color: White
NO EXCHANGE..									","269"
"1","820407769        			","
										10/10 condition 16 gb internal memory not reformed...not refurnished....no exange....									","303"
"1","820221481        			","
										i m deal in new mobiles and branded mobile accessries i have this tempered magic glass protecter for iphone 6 , iphone 6s , iphone 6 plus , iphone 6s plus .									","302"
"1","820564051        			","
										Samsung Galaxy S1 in Best condition.no scratch on front or back.branded phone.everything hardware and software work proper.no exchange only sale.condition 10/10.only serious buyers contact me.									","214"
"1","820564025        			","
										I Want to Sale Genuine GALAXY S4 9505 4G Supported.
came from abroad. Condition: Scratch-less. 10/10
Model: GT-i9505
4G & 3G Both are working
Original Pictures are attached.
Complete Accessories: Charger, Data Cable, Hands-free
Book & IMEI Matched BOX
Price:19000
Serious Buyers...									","148"
"1","820407755        			","
										Dimension 	115.2 x 58.6 x 9.3 mm  
 Weight  	137 g  
 Battery  	Talk time Up to 14 h , Stand-by Up to 300 h, Music play Up to 40 h  
 OS  	iOS 4 
 Memory  	16 GB Built-in, 512 MB RAM (No Card Slot) 
 Processor  	1 GHz Apple A4 processor 
 Connectivity  	Bluetooth v2.1 with A2DP, USB, WLAN (Wi-Fi 802.11 b/g/n), GPRS Class 10 (48 kbps), EDGE Class 10 (236.8 kbps), 3G (HSDPA 7.2 Mbps, HSUPA 5.76 Mbps)  
 Display Size  	640 x 960 pixels, 3.5 inches (Accelerometer + Proximity + 3-axis Gyro Sensors)  
 Display Colour  	LED-backlit IPS TFT, capacitive touchscreen, 16M colors (Scratch-resistant + Multi-touch input)  
 Operating
 Frequency / Band  	GSM 850 / 900 / 1800 / 1900 (HSDPA 850 / 900 / 1900 / 2100)  
 Browser 	HTML (Safari)  
 Colors 	Black 
 Entertainment  	Audio/video player and editor, 3.5 mm headset jack, TV-out, motion-based Games (Downloadable)  
 Camera  	5 MP, 2592 x 1944 pixels, autofocus, LED flash, geo-tagging, Touch focus, Video (720p 30fps), 2ndary cam for videocalls over Wi-Fi only  
 Other Features  	GPS + A-GPS support, Digital compass, Google Maps, MicroSIM card support only, Speakerphone, Scratch resistant glass back panel, Active noise cancellation, Voice command/dial  
 Ring Tones  	Downloadable, Polyphonic, MP3  
 Messaging  	SMS (threaded view), MMS, Email, Push									","283"
"1","820563881        			","
										pocket pc phone as it condition									","48"
"1","820563877        			","
										7 months warranty with complete accessories almost good as new.									","118"
"1","820563987        			","
										I like to sale galaxy s4 9505 came from abroad. White color 16gb memory scratch less condition 10/10 original picture are attached									","123"
"1","816755791        			","
										Samsung Galaxy Note5 Brand New									","2186"
"1","817854235        			","
										Samsung S3 i9300 mint condition compelete box
color blue and white
specs
8mp camera
16gb rom
Quadcore
Hd resolution
Etc									","966"
"1","820319973        			","
										Charger,box and back cover									","425"
"1","820346379        			","
										Samsung note 3 is for sale.
all original accessories and genuine box
not open not repaired guranted.
not a single fault.
one hand used.
original pics are attached.									","455"
"1","820407717        			","
										Apple iphone 6 plus 16 gb gold 
Brand new iphone with all orignal assecories and 6 month Apple warranty too									","406"
"1","820563787        			","
										I want to sell  grand 2 in 22000 price is fix reasone to sell need money cell condition very exellent no repair no opend A1set  orignal picx show there									","129"
"1","820407685        			","
										ASUS Eee Slate EP121 Core i5 64GB SSD,Wi-Fi,12.1in -Silver
Key Features
Type	Tablet
Family Line	Eee Slate
Display Size	12.1in (30.73 cm)
Hard Drive Capacity 64GB
Operating System	Windows 7
Internet Connectivity	Wi-Fi
Processor
Processor Manufacturer	Intel
Processor Speed	1.33 GHz
Display and Screen
Display Max. Resolution	1280 x 800
Touch Screen Technology	Multi-Touch
Digital Camera
Front And Rear Camera
Connections and Expandability
Networking Type	Bluetooth, Integrated Wireless LAN
Expandability	MMC Card Slot, SDXC Card Slot
Wireless capabilities	Bluetooth, WLAN 802.11b, WLAN 802.11g, WLAN 802.11n									","223"
"1","820563731        			","
										Samsung galaxy grandneo gold edition for sale set is sealed and in mint condition along set charger snd datacable and box 
No korean no copy
Buyer have to come airport									","238"
